,text,classification
3368,Espírito de porco. Quanto pior melhor para eles...,True
3369,São uns Malditos que só pensam no bolso deles e que os Pobres e os Discriminados pela sociedade cruel continuem nas mãos deles. Comunistas do Inferno! 😢😢😢,True
3370,Todos vagabundo ladrão este Tau de Huberto e um pagã e pernabuco,True
3371,Trairas,True
3372,Traidores,True
3373,Denúncia essa cambada!!! Quadrilha!!!,True
3374,"Você chama estes lixos de parlamentares, estão mais pra ratos de esgoto que para parlamentares.",True
3375,Isso é um absurdo!!! Estes vagabundos tinham que ser EXPULSO S DO PAÍS!!!,True
3376,"Isso a Globo Lixo, não divulga!",True
3377,Esquerda maldita,True
3378,"Bando de lixo, intocáveis até quando?",True
3379,São FDP bem grande,True
3380,Vermes do Brasil,True
3381,Vão queimar no inferno!,True
3382,Gente não tem como encher um avião com esses bando mandar para Venezuela !!!Jesus como pode torcer contra seu país será que são brasileiros 🤔,True
3383,Tem que mandar outra dizendo que esses vigaristas não nos representam.,True
3384,Bando de FDP.,True
3385,ESSES VERMES VERMELHOS SÓ FAZEM ISSO PELO BRASIL (MAL)NÃO AMAM A PÁTRIA,True
3386,Desgracados ! Como alguém vota num bando desse?,True
3387,"😕😕😕PARTIDO COMUNISTA DO MAL, ESQUERDALHAS DEMENTES, ANTIPATRIOTAS DO CARAMBA, LIXOS",True
3388,"Cambada de vagabundo, parasita, vao p venezuela jaguarada",True
3389,"Eles são repugnantes Sujos,imundos e nojentos traidores da pátria 🇧🇷",True
3390,"PTralhas do inferno, almadicoados sejam e queimem no inferno bandidos",True
3391,"O único desejo do Pt facção criminosa é dinheiro é poder,o comunismo é devastador 😟 corrosivo, não faz sentido o comportamento desse pessoal de não aceitar que perderam o poder,bando de doentes egoístas avarentos",True
3392,Esses são a escória do Brasil. Lixo 😢,True
3393,"Marginais, gente suja. Deveriam ser expulsos do país!",True
3394,Ainda. Tem ESTÚPIDOS que elegem LIXOS. PAÍS repleto de retardados PODRES ASSASSINOS do povo brasileiro,True
3395,Cambada de comunistas nojentos,True
3396,Essa é a Quadrilha Satanica q está no Congresso Brasileiro. Pior foi quem votou nessa Gangue . Todos têm q perder seus Mandatos por Crime de Lesa Pátria!!!,True
3397,Só podiam ser esses pulhas malditos traidores imundos ladrões,True
3398,Vermes boçais malditos,True
3399,Traidores da pátria. Culpado do os imbecis que mandam essa gente pra Brasília 😱,True
3400,Cínicos bandidos,True
3401,"Um tem a cara do outro,dois vagabundos,que roubaram e afundaram este país. Dois caras de pau, ladrões...",True
3402,Vadia ridícula,True
3403,Vermes parasita,True
3404,"A Visão do Inferno, a besta e a bestinha😂😂",True
3405,dois merdas,True
3406,A cara da besta!!!,True
3407,"Quero ver esse cabra nordestino, velho e Barbudo, tomando cachaça no acampamento e claro casado novamente!❤️",True
3408,Como se esse bosta solto fizesse diferencia 😒 a única diferença é que ele vai rouba o país ea única coisa que ele sabe fazer,True
3409,"Grande merdas! Imagina se todo mundo colocasse a metade de uma foto de um bandido pilantra junto a sua, que ridículo seria! Seus desocupados! #ptnuncamais #lulapilantra",True
3410,"Minha duvida hj é se eu vendo avon, se dou palestras, se cato bosta de elefante ou se jogo na mega sena.... PTzada.... tropa de ladrao",True
3411,"KKKKKK QUE NOJO MEI ASSASSINA MEIA CORRUPTA , MEIA NOJENTA , MEIA IMUNDA.",True
3412,QUANTO MAIS RIDICULA ESSA CRISI HOFFMANN PODE SER ! ELA MESMA SE SUPERA KKKKKK. O BICHA DOIDA.,True
3413,VC PODE CUMPRIR A METADE DA PENA DO BANDIDO BARBUDO!!,True
3414,Calhordas..,True
3415,Isso é ótimo o STFLIXO vão para cima os Juízes e promotores isso e muito bom!,True
3416,"Os petralhas colocaram sua corja em todos os lugares, não salva ninguém, que tristeza ..",True
3417,"Intervenção militar no STF, já",True
3418,O supremo não vai atender. O STF é o protetor de bandidos e das falcatruas.,True
3419,Os bandidos puxando brasa pra suas sardinhas,True
3420,"Isso caso intervecao militar mesmo, se o bolsonaro nao fechar o congresso e o supremo os militares vao e prender tambem.",True
3421,Os supremos calhordas NÃO irão impor sua vontade. Não deixaremos! 😎🇧🇷,True
3422,Intervenção militar já !!! Acaba STF não serve pra nada mesmo...@joicehasselmannoficial,True
3423,Grandr merda tudo por causa de acordoes com o presidente que nao vem e faka pra gente o que ta acontecendo e se vende para esses canalhas. Deveria ter vetado tudo e nao uma parte fa ao o que deu. Tô deceocionada com o que ta acontecendo. Cirrer atrás do leite derramado não adianta pq não vence hipocrisia desse sistema de mentiras. 😢,True
3424,"O Brasil comum, sem foro privilegiado, não acredita em Congresso Nacional e Judiciário, principalmente neste tal STF. São muito cara de pau.",True
3425,Cadê as forças armadas!!!!!Socorro!!!!!,True
3426,"Esses Ministros abutres do STF, Se julgam acima de tudo e de todos.",True
3427,Mas o STF só faz a favor de marginais .infelizmente enquanto não fechar este chiqueiro o Brasil estará refém destes advogadinhos chamados de ministros,True
3428,MILITARES FECHA O SUPREMO! !!!!! MOURÃO! !!!!!,True
3429,Param esses Abutres,True
3430,Pra frente Brasil 🇧🇷 contra os corruptos e bandidos de toga,True
3431,"ART. 142 já não aguento mais esses canalhas STF l, congresso e senado",True
3432,"Minha querida, com esses corjas que temos no STF , no STJ, no STE e OUTROS tá dificil hein! Não dá pra entrar, matar um e suicidar,"" não resolve nada! Tem é que entrar com metralhadoras para exterminar a rataiada....",True
3433,O pau entrando no rabo dos juízes kkkkkkkk,True
3434,Esses bandidos do STF legislam o tempo todo!!!,True
3435,Problema que tem mais bandido do que gente honesta,True
3436,"Que tristeza de país, estou perdendo a esperança de um presente melhor e futuro digno e feliz para meus filhos e netos!Esquecem que o caixão não tem gavetas,canalhas do congresso e STF",True
3437,"Kkkk... Piada né? A atitude é legal, MAS o congresso criou essa lei pra se proteger e roubarem em paz e por sua vez vem o STF que protege corruptos e criminal de colarinho branco.",True
3438,Chega de favorecer esses bandidos.,True
3439,"vamos acabar com este STF , senado , vamos povo tá na hora de mostrar a força , vamos exército nos ajudem",True
3440,"Com um congresso frouxo, o STF continuará reinando. É muito rabo preso entre todos aí. Dos antigos congressistas, já esperávamos os conchavos. Dos novos, só decepções até o presente momento.",True
3441,Ta faltando um cabo e um soldado pra fecharem essa merda logo 🇧🇷😠,True
3442,"O STF, com raras exceções de ministros, transformou-se em escritório de advocacia para bandidos!!! 🙌🙏🙌",True
3443,O LIXO do Brasil= STF,True
3444,Artigo 142 nestes ratos corruptos STF bandidos safados vagabundos canalhas abutres crápulas do STF derrubar está corte criminosa do Brasil,True
3445,@joicehasselmannoficial porque as forcas armada nao interven no STF urgente.,True
3446,As forças armadas podem nos salvar destes miseráveis do STF,True
3447,Tem que fechar esse congresso de bandidos,True
3448,Vamos derrotar os demônios malditos 🇧🇷👏🇧🇷👏🇧🇷👏,True
3449,"Isso e inaceitável uma desgraça dessa nem lúcifer aceita vão te lascar infelizes amaldiçoados !Fora esse STF isso e o satanás tirem pelo amor de Deus , e uma tortura brasileira acabem com essa infâmia nacional acabem com eles !",True
3450,Absurdo VERGONHA!!!,True
3451,Corja de VAGABUNDOS.,True
3452,Bandidos lutam contra a nação!!!,True
3453,Párias apátridas 😡😡😡,True
3454,Vindo desta corja era de se esperar ...,True
3455,É complicado o desmame dessa turma da esquerda. Se acostumaram com a grana fácil desviada dos cofres públicos e agora esperneiam com a seca total.,True
3456,É uma absurdo né? Não sei o que fazem aqui... deviam estar em Cuba ou Venezuela....,True
3457,São uns malditos vagabundos criminosos! Pena de morte pra todos!!!,True
3458,LEI DE SEGURANÇA NACIONAL NESSES TRAIDORES DA NAÇÃO!!!,True
3459,"absurdo, porra aqui não e casa de veraneio. esses parlamentares tem que ser afastados, que palhaçada",True
3460,"Só tem lixo! Narizinho, marido do Verdevaldo, etc...🤢🤮🤮🤮",True
3461,"Ficaria surpresa se esse Lixo ficassem a favor do país,",True
3462,Esses não são gente. Esses são escória de nossa política.,True
3463,Só gente débil vota numas carniça dessas,True
3464,"Isso é crime contra a nação, e tem fdp que ainda vota nesses canalhas.",True
3465,"Estão arroxados, a TETA secou🤣🤣🤣🤣🤣🤣🤣onde está Paulo Pimentel , Gleice Hoffman e essezinho aí, pode esperar... DESESPERO DE CAUSA. Estão oprimidos tadinhos.Deixe eis",True
3466,Misericórdia!!! Inacreditável!!! Esse povo é doente! Só pode!,True
3467,"O grande problema é que os fracassados, jamais torcerá para que outras pessoas tenham sucesso. No caso aqui... ESSA TURMA DO PT. Eles nunca mudaram e jamais mudarão.... Sempre prestarão um DESFAVOR AO BRASIL. Gostaria apenas de lembrar aos meus compatriotas que o nosso verdadeiro inimigo NÃO ESTÁ NA FORA... TÁ AQUI DISFARÇADO",True
3468,"O ódio da esquerda é maior que o seu amor pelo Brasil, vale até quebrar o país se isso prejudicar o Bolsonaro, não importa se o brasileiro se FODE junto, importante é que atrapalharam o Bolsonaro!!",True
3469,"Os eleitores dessa corja deveriam se envergonhar pois torcem contra o próprio país estamos no mesmo barco mas a esquerda é ignorante demais para verem isso, por favor nas próximas eleições não reeleja quem não quer o crescimento do próprio país!!!! 🇧🇷🙌",True
3470,Bandidos,True
3471,Que vergonha....pra nao dizer bandidos mesmo é o que eles são.,True
3472,Hipocrisia!,True
3473,Queremos saber os nomes desses parlamentares bandidos corruptos que lutam contra pais,True
3474,"Meu cachorro cagando, trabalha muito mais pelo Brasil do que estes esquerdistas parasitas!",True
3475,Essa esquerda não tem o que fazer,True
3476,Cambada de fdp - o bolsonaro tem que fazer uma matéria mostrando estes 💩,True
3477,6 amebas!,True
3478,"Só os PTRALHAS, lixo do Brasil",True
3479,Deveriam ser presos esses pretalhas!!,True
3480,"Esses infelizes , são IGNORANTES , DOENTES MENTAIS , CORRUPTOS OU BABACA MESMO !",True
3481,"Bando de desgraçados, que só querem que o Brasil seja uma Venezuela. Será que não tem alguma forma de banir estes fdp.",True
3482,Esses petistas são sujos!,True
3483,São uns idiotas bandidos . Deviam ser cassados . Ou estão com o Brasil e então fora com eles,True
3484,BANDO SE TRAIRAS !!! CANALHAS !!,True
3485,Fdp,True
3486,Cambada de fdps😢😢😢😢,True
3487,Vão para o inferno!👿,True
3488,"Só merda,não serve nem para engraxar botina presidente!!!",True
3489,Que corja asqueirosa.,True
3490,Cambada de lixo humano...só se servem...não nos servem,True
3491,"Cretinos, falam em democracia, mas usam dos meios mais sórdido pra derrubar um governo eleito democraticamente, sem se importar com as consequências para o povo brasileiro.",True
3492,"Moram no Brasil, mas não têm alma de brasileiro. Limpam a consciência com papel higiênico...",True
3493,"em que fazer um belo pacotão, juntar esses parlamentares malditos, juntamente com seus eleitores, e mandar todos pra Cuba que lhes pariu....",True
3494,Cambada de vagabundos.,True
3495,"Joice, mete um desagravo na Câmara contra esses fdp",True
3496,Este povo do PT são uns FDP..,True
3497,Grandes Filhodeputas!,True
3498,Sao todos um lixo. Vergonha.,True
3499,Corja de bandidos!,True
3500,Agora!!!!,False
3501,Se elegeu as nossas custas,False
3502,De onde você tirou esta informações eu procurei em todas redes social e não encontrei nada poderia informar suas fontes como link da matéria ou página do processo,False
3503,Em Carla nepotismo cruzado e crime https://www.tercalivre.com.br/nabhan-garcia-e-carla-zambelli-violam-constituicao-com-nepotismo-cruzado/,False
3504,Eu não achei nenhuma matéria que fala isso se você Carla tem prova como você falou te desafio a posta o link que comprova isso agora como fala o presidente nepotismo cruzado e crime ne https://www.tercalivre.com.br/nabhan-garcia-e-carla-zambelli-violam-constituicao-com-nepotismo-cruzado/ responda isso e matricular filho em colégio militar sem fazer prova e crime ne e o mesma coisa de passa em concurso sem fazer prova e um de respeito às crianças que estudam almejando uma vaga e você usa usa influencia pra burla https://www1.folha.uol.com.br/educacao/2019/09/filho-de-carla-zambelli-e-matriculado-em-colegio-militar-sem-prestar-concurso.shtml,False
3505,A Dilma chilena 🤢🤢🤢🤮🤮,False
3506,Queria mas dinheiro???,False
3507,Exatamente!!,False
3508,"A gente não precisa da sua pena, tenha pena do seu país que não tem florestas!!!",False
3509,#EmPauta Andreia Sadi! Vai firme presidente...sempre defendendo a nossa soberania...estamos resgatando o Brasil que estava sendo entregue ...,False
3510,A pergunta é excelente!!,False
3511,Verdade Carla!,False
3512,I💰 manda pra ela e diz que foi presente de uma pessoa com as iniciais LILS via OAS para ver se ela sabe quem foi,False
3513,"Boa pergunta, #CarlaZambelli!!!!",False
3514,Boa pergunta!!!,False
3515,Esquerda no mundo é assim???,False
3516,Com dinheirinho no bolso a senhorinha perde o amor pelo povo Brasileiro.,False
3517,"Bom dia Carla.comentei na sua pagina,sobre está tal de Bachelet,mas escrevi sem apontuação ficou um tanto esquesito,escrevi 👏👏👏 carla musa do psl,ai veio o meu comentario,descupa sou teu fá.",False
3518,"Me dá pena também, de ver o seu país hoje em dia!!",False
3519,Uma boa pergunta!!,False
3520,Arrasou com o Chile agora o Chile está com crescimento lá em cima ainda quer dar pitaco aqui,False
3521,"Quem é essa, mesmo? Hummmm",False
3522,Pois é 🤔,False
3523,Porque sera que ela diz ter pena? Se analisar bem isso pode ser visto como uma ameaça.,False
3524,"Viva Bolsonaro! Moro Herói Nacional!! Recorde de empregos, menor taxa Selic, maior infraestrutura, privatização! Viva o Novo Brasil!!",False
3525,Dilma chilena kkkkk,False
3526,Concordo plenamente,False
3527,Pior presidente do Chile !,False
3528,É de esquerda? Sem explicações.,False
3529,Isso mesmo Carla...boa pergunta... Pq em bachelet,False
3530,Boa!!!,False
3531,Ô Bachelet....,False
3532,#euapoioleiantecrimesergiomoro #euapoiolavajato,False
3533,Verdade,False
3534,Verdade,False
3535,Ela deveria dizer. TÔ PREOCUPADA COM A LAVA JATO DO BRASIL NA MINHA COLA,False
3536,Devia ter tido pena ANTES... bem ANTES 🤬,False
3537,Sem comentários!,False
3538,Você deveria ter pena quando éramos governados pelo PT agora não temos um presidente e uma equipe de ministros que estão reconstruindo o Brasil devolvendo a credibilidade estabelecendo a economia e a justiça apesar de aínda ter resquícios desse antigo governo 👎. 🙏🇧🇷,False
3539,Deveria ter pena da Venezuela !!!!,False
3540,Verdade temos a pergunta.,False
3541,"Senhora, Tenha pena da esquerda, porque com a direita está tudo certo. 👍🏻🤘🤘🤘🤓",False
3542,"O PT fez um super aparelhamento !Mas caiu tudo por terra ,graças a Deus ,e vai cair mais ainbbz",False
3543,🤔Porque será? 🤷,False
3544,👏👏👏 Boa pergunta ...queria que ela respondesse,False
3545,Exatamente!,False
3546,"Por que, queridinha? 🤡🤡🤡🤡",False
3547,"Eita ferro,kkkkk",False
3548,Simples assim,False
3549,Verdade !,False
3550,Boa pergunta,False
3551,Gente e o que tem a se comemorar pela invasão da Polônia? Prezado deputado o Sr sabe pq é por quem a Polônia foi invadida??,False
3552,Queria saber como alguém em sã consciência comemora o início de uma guerra que matou milhões?!!!!!😱😱🤮🤮😠😠,False
3553,É sério isso??? Comemorando a invasão nazista?????,False
3554,"Tem que ter em todas escolas de Brasília , principalmente as mais carentes isso sim ,",False
3555,Oficialmente nazistas???,False
3556,Alinhamento com o pensamento nazista? Pq no Brasil já é claro que defende torturador.,False
3557,Você está comemorando a invasão de Nazistas? É isso mesmo?,False
3558,É sério isso? Invasão da Alemanha nazista na Polônia?,False
3559,Comemorar a invasão da Polônia? É um absurdo a falta de conhecimento da história!,False
3560,Candidato a embaixador comemorando o massacre que a Alemanha nazista fez quando invadiu a Polônia.,False
3561,Que as escolas sao militarizada,False
3562,Comemorando a invasão Nazista na Polônia? Hum...,False
3563,"Sessão solene pela invasão da Polônia??? Que isso?!!!! 😟 Bah, que decepção.",False
3564,É sério que estão comemorando a invasão dos nazistas????? Caramba...... Decepção!!!!!!!,False
3565,Isso é sério???? 🤮🤮🤮🤮🤮,False
3566,Tentando entender aqui pq uma solenidade (q alude à comemoração) à invasão nazista na Polônia????,False
3567,Comemorando a invasao da Polonia pelos nazistas do hitler???,False
3568,"Os inteligente na pista kkkk o que mais que a galera sabe me contam eu não sabia dessa será que sou burra, a não eu não estava lá na guerra opis",False
3569,So fa dessa familia Bolsonaro👏👏❤️,False
3570,Muita honra tua participação na sessão e recebê-lo na Embaixada da Polonia para um almoço! Grande abraço.. @bolsonarosp,False
3571,"Acabei de ver um print dessa postagem com a seguinte legenda: Parece piada, mas é sério. Ele está comemorando a invasão da Polônia pelo exército da Alemanha de Adolf Hitler!!! A Polônia foi invadida pelos Nazistas em 1 de setembro de 1939, deflagrando a Segunda Guerra Mundial. Somente um fascista comemoria esta data. Aliás, Hitler sempre foi admirado por pessoas radicais, fascistas e de partidos de extrema direita. Ri e não foi pouco!!! 😂😂😂😂😂😂😂",False
3572,É o Brasil rumo à civilização!,False
3573,"Pena que não virão a Salvador. As crianças do Colégio Militar daqui sonham com a presença de vcs. Mas devido as richas políticas, acho difícil.",False
3574,Vamos encher o congresso de militares!! Partiu!! 🇧🇷😝😝😝,False
3575,"Minha filha vai fazer 15 anos e esse ano ela vai fazer a prova p colégio militar... Ela só estuda, o dia inteiro.. Mas para o colégio São 25 vagas para filhos de PM e 3 para ampla concorrência... Poderia ser mais justo para todos ... É o sonho dela estudar no colégio militar aqui no RJ, mas é muito difícil... Espero que ela não fique tão decepcionada caso não consiga!!! Tenho fé🙌",False
3576,Melhor colégio 😍,False
3577,"Precisamos aumentar os colégios militares para outros Estados e cidades , melhor educação e civismo",False
3578,Ah votei bolsonaro mas nao vou fica apaixonado nao blz,False
3579,"Cara, você tem noção de quem ordenou essa invasão da Polonia!?!?🙁😣",False
3580,"Estou impressionada, ouvi um pequeno trecho da Hora do Brasil e parecia a imprensa esquerdista: só falaram mal do Presidente! Relataram as opiniões de vários políticos petistas, todos criticando imensamente tudo! Quem controla a imprensa oficial? É a Rede Globo, a Veja? Porque não diferiu em nada! Fiquei boquiaberta! Foi hoje!",False
3581,A Polônia foi invadida pelo exército nazista. Qual a razão de comemorar???,False
3582,Parabéns,False
3583,Futuros gestores do Brasil! Avante bolsonaro! Segue o plano,False
3584,Você é lindo em todos os aspectos! Oro para que seja feita a vontade do Senhor Deus em sua vida: você ser o nosso embaixador nós Estados Unidos.,False
3585,"Não entendi o post. Está enaltecendo a invasão da Polônia pelos alemães que culminou na maior guerra planetária da história, com opressão a judeus, ciganos, negros e homossexuais?",False
3586,"Vovó Sarah escapou da Polônia, escondeu-se na França por 5 anos, foi a Israel e finalmente aportou em Santos onde até hoje é uma das figuras mais interessantes que já conheci",False
3587,Amo muito vocês❤️❤️,False
3588,Essas são as tradições que devemos manter,False
3589,"Lindo de se ver, essas crianças se preparando para um futuro militar 👏👏👏👏👏",False
3590,"Parabéns deputado. Obrigada pela atenção com o meu filhote e com toda essa geração que precisa de bons exemplos. O meu filho é aquele de boina vermelha, o mais bonito de todos kkkkk ficou extremamente honrado em conhece -lo. Sucesso",False
3591,"Espera aí a comemoração é sobre a invasão da Polônia, estão comemorando todo o genocídio que foi a invasão e tbm a segunda guera ????",False
3592,Então nos combinamos em algunha coisa. Você voltou no tempo. Segunda guerra mundial. O . beijos. 💋 ❤ ❤ ❤ ❤,False
3593,lindos,False
3594,Olha eu aí! Kkkkkkk,False
3595,Parabéns para essas guerreiras corajosas,False
3596,É o colégio militar dos bombeiros.,False
3597,@jairmessiasbolsonaro @bolsonarosp venha visitar o CM de campo grande MS.,False
3598,"sou formado em medicina pelo you tube, qual o problema.. até agora nenhum paciente que operei voltou do tumulo pra reclamar...kkkk",False
3599,Você faz trabalho de verdadeiro patriota ...por isso sempre achei seu lugar no Brasil 🇧🇷🇧🇷🇧🇷,False
3600,LINDOS,False
3601,"Tudo certo, mas a invasão da Polônia, pelo que me consta foi em 01/09/1939 e não em 27 de agosto",False
3602,Melhor oportunidade da minha vida!❤️,False
3603,Interessante!,False
3604,Greve contra os anunciantes da Globo! Sem isso esses posts não vão adiantar quase nada,False
3605,Lindos que todos abençoados e protegidos de todo mal em nome de Jesus amém🙌🏻🙏🏻🌹✨✨✨,False
3606,Maravilha. Alagoas precisa de escolas desse porte.,False
3607,"Boa noite meu deputado , verifica por gentileza o fundo de contratação para imóveis minha casa minha vida da caixa , pois está sem verba já faz um mês .. todos os construtores e corretores estamos sofrendo muito com essa situação!!",False
3608,Amooo.Meu neto estuda no de BH...excelente Colégio.,False
3609,"Bolsonaro, deveria abrir muitas escolas militares.Com certeza, as crianças seriam mais disciplinadas.",False
3610,Parabens,False
3611,Grande Eduardo!👏👏👏,False
3612,Cinco homens foram pegos em flagrante hoje cortando árvores e portando vários galões de gasolina . A delegada deu entrevista e os liberou ??? Que exemplo é esse numa hora dessas ???????,False
3613,Meu sonho é ter um parente num colégio militar,False
3614,Precisamos uma visita de vocês no CMR COLÉGIO MILITAR DE RECIFE!,False
3615,"Os meus adolescentes pertencem a esse colegio, muito orgulho dos mekinis que sao, conhecem a disciplina, o respeito aos colegas e professores, a determinaçao pra conquistar o que querem. Isso nao tem preço!! Respindendo o poster acima, existem negros sim, so que eles chegaram ao colegio por merito oassaram num concurso, no CM nao existe cota. Entendeu ou quer que desenhe!!🇧🇷🇧🇷🇧🇷👏👏",False
3616,Rede Pública= Escola Militar🙏Já!!,False
3617,Foi emicionante !Adorei a palestra.Muito aprendizado,False
3618,Queremos mais colégios MILITARES..,False
3619,@valeriachaves3 Prima olha quem tá ali na foto.,False
3620,VEJA,False
3621,KD a votação da PL 3723/2019,False
3622,Projeto para ter um desses em cada cidade Brasileira..ai sim o futuro estara garantido..,False
3623,Tem que criar escolas militares em todos Estados e municípios ..👏👏👊🇧🇷,False
3624,"Lindos, parabéns👏👏👏👏 amo❤️",False
3625,"Tenho muito orgulho dessa colégio,meus filhos estudam no CMB... Meu coração é só gratidão 🇧🇷",False
3626,Me orgulho de ver estes garotos,False
3627,"Que coisa linda nunca tinha visto ,espero que o presidente fassa um aqui em SP GUARULHOS",False
3628,Q coisa mais linda,False
3629,Geração salva🙏,False
3630,Verdadeiro futuro da NAÇÃO 👏👏👏👏👏👏👏👏🇧🇷🇧🇷🇧🇷🙏🙏🇧🇷🙏🙏,False
3631,@lucasdaviss07 olha só !!!,False
3632,É só eu que acho que uns 80% é do oitavo?,False
3633,Seria bom se todos os colégios fossem dessa maneira 👏👏,False
3634,Nosso furo está com eles. Parabéns,False
3635,"e o Dólar a 4,19?! hummm Dilma já saiu..",False
3636,Eu estudo lá e posso te garantir que tem!,False
3637,"São as melhores escolas, parabéns meu presidente. O BRASIL está precisando de uma reforma em todos os sentidos. Queremos um novo BRASIL..💪🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🛐🛐🛐",False
3638,Pena que não tem vagas pra todos os alunos!,False
3639,"Ou melhor, pena que todas as escolas não tenham a mesma qualidade! Pois todos os alunos têm direito de estudar em escola de qualidade!",False
3640,"Nesse quesito, os filhos de militares saem na frente! Pois tem vaga garantida!",False
3641,Isso é História! Obrigada Deputado Eduardo Bolsonaro!🇧🇷🇧🇷🇧🇷,False
3642,Como eu queria um Colégio militar em cada cidade.,False
3643,Que fofos,False
3644,Foto linda👏👏👏👏😍😍😍,False
3645,Tenho orgulho dos colégios militares . Moro em Manaus . Meu filho estudou no Colégio Militar quando tinha 11 anos . Hoje ele é um homem de valores e princípios . Minha neta tá se formando tem no Colégio Militar e ama a escola . Com mto orgulho ! 👏👏👏👏👏💚💛,False
3646,Se a Pátria querida for envolvida,False
3647,@bolsonarosp ...exatamente assim que tem q ser nas escolas...pede pro Capitão colocar isso em vigor ...abraço,False
3648,"Linda imagem o futuro do nosso Brasil, nossas crianças ♥️",False
3649,Esse é o verdadeiro futuro!! O melhor caminho para os nossos jovens!!👏👏💪,False
3650,"Oi, vc vai ser diplomata estudando pelo youtube? Vc podia me ajudar a tornar médica. Sou formada em 14 temporada em gray’s anatomy. Obrigada.",False
3651,Próximo presidente depois da reeleição do Bolsonaro..👏👏,False
3652,DEUS acima de tudo e de todos,False
3653,É a vez da”DIREITA”.,False
3654,Por mais colégios militares espalhados pelo Brasil 👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏,False
3655,@ronaldocaiado Vamos abrir mais colégios militares em Goiânia 😀,False
3656,😍🇧🇷 É gratificante ter um filho no Colégio Militar. Muita diferença 🇧🇷😍... Venha conhecer o IICPM quando puder...👏👏👏👏👏,False
3657,Oiee poderia nos divulgar?❤️,False
3658,Quem conhece as Escolas militares sabe o valor que elas tem na formação de nossos jovens.,False
3659,Que lindo adorei,False
3660,@bolsonarosp como eu queria que na minha cidade tivesse escola militar...,False
3661,Que mulheres que nos orgulham 👏👏👏👏👏👏,False
3662,💪🇧🇷🇧🇷novo Brasilllll,False
3663,Que lindas as crianças muito bem trajadas!!!,False
3664,Lindos 👏👏👏 que Orgulho 😍😍😍,False
3665,Excelente!,False
3666,Que farda linda!!!👏👏👏👏😍,False
3667,Lindos!,False
3668,como eu gostaria q tivesse esse colégio em todo o Brasil. 💗,False
3669,👏👏👍🇧🇷QUI legal! Nunca vi a Câmara tão visitada💚💛LINDOS 👏,False
3670,Quem dera que todos os colégios 🏫 pudessem ser militarizados. 👏👏👏👏👏👏👏👏👏👏👏👏👏,False
3671,Tem que existir essas escolas uma delas pelo menos em cada bairro de São Gonçalo pois o município de São Gonçalo está abandonado,False
3672,Qui lindo estava precisando de uma educaçao de qualidade no nosso paiz graças ao nosso presidente isto está acontecendo,False
3673,Cenas como essa dão um pouco de esperança sobre os nossos jovens...,False
3674,Vamos voltar a pauta #reformadaprevidencia e #vetaleiabusodeautoridade 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,False
3675,Lindos um colírio para todos!🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,False
3676,Que orgulho olha a postura desses alunos 🇧🇷🇧🇷🇧🇷🇧🇷❤️🙏💓💓💓,False
3677,Meu sonho minha filha estudar no colégio militar. Lindos meninas e meninas! Avante pelo Brasil Bolsonaros!,False
3678,"Cara, eu era esquerdista quase doente até dois anos atrás. Até o dia que notei que meus amigos mais cultos e inteligentes estavam todos ficando a favor de Jair bolsonaro. Foi quando decidi pesquisar por mim mesmo as notícias, os fatos, etc. E descobri que a mídia distorcida quase tudo que seu pai falava. Corri atrás mais ainda, descobri a verdade por detrás do jogo, convenci numa família inteira a ficar do lado do seu pai, e hj somos 100% bolsonaro. Cara, eu odiava seu pai. Na moral. Pra vc ver como o jogo sempre pode mudar. Fiquem tranquilos. O Brasil está abrindo os olhos e a grande mídia não nos engana mais. TMJ até o fim! ✊✊🇧🇷🇧🇷🇧🇷🇧🇷",False
3679,"Colégio militar deveria se estender pelo País: disciplina, Patriotismo, Cultura e ensino de qualidade!",False
3680,ok colejo Militar de grande estilos categorias se,False
3681,Essa foto ficou bonita,False
3682,N apareci,False
3683,"Eduardo bolzo - Antes das eleicoes: vamos nomear somente por perfil técnico. Depois: para ser embaixador, estou estudando historia pela internet. 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 hahahahahahahahahahahahahahahahahahahahahahahahahahahahahah",False
3684,E os médicos brasileiros formados fora nadaaaaaaaaa,False
3685,"Minha filha estudou em colégio militar a vida toda, desde o pré e sinceramente foi a melhor opção que nos fizemos. Só orgulho de completar a educação dela dentro do que é ter ordem e disciplina.",False
3686,Parabéns Deputado. 👏👏👏💙,False
3687,Lindo😘 e esses baixinhos😚😚😚,False
3688,Colégio Militar! Orgulho!,False
